id,customer_id,product_id,customer_name,customer_city,product_name,price,quantity,order_date,status
26,2321,1184,Bob Smith,San Antonio,Headphones,294.88,1,2024-05-06,delivered
27,1066,8095,Frank Miller,San Jose,Adapter,462.82,1,2024-03-25,processing
28,4233,4842,Grace Wilson,Los Angeles,Laptop,425.21,2,2024-04-22,delivered
29,8411,3230,Jack Anderson,New York,Speaker,97.89,1,2024-03-26,processing
30,11645,5323,Jack Anderson,San Jose,Speaker,112.41,1,2024-06-03,delivered
31,11597,7910,Frank Miller,Philadelphia,Monitor,68.76,7,2024-09-07,shipped
32,11991,7299,Bob Smith,San Diego,Microphone,178.88,3,2024-11-19,shipped
33,11728,1879,Carol Williams,Chicago,Mouse,494.77,9,2024-03-19,pending
34,6573,3858,Frank Miller,San Antonio,Mouse,285.19,4,2024-11-11,shipped
35,14775,429,Frank Miller,San Jose,Keyboard,425.61,3,2024-07-03,pending
36,8438,9101,Olivia Martin,New York,Keyboard,17.64,9,2024-06-20,shipped
37,11554,7988,Carol Williams,Phoenix,Speaker,465.39,8,2024-01-24,pending
38,12662,1653,Alice Johnson,San Jose,Headphones,328.81,9,2024-03-14,pending
39,8598,9881,Alice Johnson,Phoenix,Speaker,57.78,5,2024-12-28,pending
40,6765,444,Alice Johnson,Houston,Keyboard,27.88,10,2024-11-04,delivered
41,352,2588,Mary White,San Diego,Microphone,202.5,6,2024-03-04,processing
42,11545,6322,Carol Williams,Houston,Adapter,284.07,5,2024-07-25,delivered
43,2277,9390,Noah Harris,San Diego,Adapter,362.02,5,2024-07-19,shipped
44,10406,1669,David Brown,Los Angeles,Adapter,47.1,4,2024-11-15,shipped
45,7963,4481,Jack Anderson,Phoenix,Keyboard,110.7,7,2024-05-12,pending
46,4543,2591,Paul Thompson,Phoenix,Laptop,84.35,10,2024-11-28,delivered
47,8570,8548,Carol Williams,New York,Monitor,327.11,4,2024-08-25,shipped
48,14310,9352,Grace Wilson,Los Angeles,Speaker,345.23,5,2024-07-27,delivered
49,10878,6467,Henry Moore,Philadelphia,Keyboard,37.6,2,2024-09-16,pending
50,14047,1081,Ivy Taylor,San Antonio,Monitor,30.94,5,2024-04-03,shipped
51,8791,9297,Henry Moore,San Diego,Adapter,97.66,2,2024-01-18,shipped
52,9088,2470,Jack Anderson,New York,Headphones,70.34,2,2024-01-11,shipped
53,10958,3206,Noah Harris,Dallas,Laptop,46.06,3,2024-01-10,shipped
54,13968,9086,Olivia Martin,San Antonio,Adapter,310.77,4,2024-10-10,delivered
55,4474,507,Kate Thomas,Phoenix,Webcam,361.12,1,2024-09-06,pending
56,8777,1229,Olivia Martin,New York,Mouse,361.38,9,2024-01-20,processing
57,12021,1616,Jack Anderson,Los Angeles,Keyboard,478.64,6,2024-09-09,delivered
58,11993,7489,Mary White,Dallas,Monitor,305.92,10,2024-10-17,delivered
59,5845,3657,Mary White,Dallas,Keyboard,393.92,4,2024-10-28,pending
60,14404,8232,Alice Johnson,San Diego,Mouse,168.86,10,2024-02-04,delivered
61,7120,222,Olivia Martin,New York,Speaker,232.1,9,2024-01-22,shipped
62,1028,2307,Kate Thomas,New York,Monitor,392.46,10,2024-07-15,shipped
63,9107,3580,Noah Harris,San Diego,Laptop,10.48,1,2024-05-08,processing
64,14591,6451,Kate Thomas,New York,Microphone,119.76,10,2024-03-03,delivered
65,3389,8070,Noah Harris,San Diego,Laptop,408.72,6,2024-01-05,processing
66,4263,4495,Olivia Martin,New York,Speaker,198.39,7,2024-02-08,shipped
67,334,7667,Noah Harris,Dallas,Laptop,219.18,10,2024-09-12,delivered
68,11325,8849,David Brown,Phoenix,Webcam,241.69,3,2024-05-17,pending
69,6155,6993,Bob Smith,Los Angeles,Monitor,105.93,5,2024-08-17,shipped
70,11078,1276,Grace Wilson,Los Angeles,Mouse,11.74,2,2024-07-15,shipped
71,2685,5112,Alice Johnson,Phoenix,Webcam,294.19,5,2024-03-06,processing
72,1602,8464,Mary White,Los Angeles,Laptop,376.61,7,2024-11-05,pending
73,12959,802,David Brown,Dallas,Mouse,463.37,5,2024-04-21,shipped
74,10074,6096,Henry Moore,San Diego,Keyboard,507.14,6,2024-01-03,processing
75,7997,9008,Olivia Martin,New York,Webcam,304.53,5,2024-06-14,delivered
76,4452,1629,Henry Moore,San Diego,Keyboard,116.74,6,2024-04-11,delivered
77,5283,6530,Jack Anderson,New York,Cable,309.8,4,2024-11-04,shipped
78,5517,29,Grace Wilson,Phoenix,Adapter,179.67,2,2024-10-04,shipped
79,12923,4211,Jack Anderson,Phoenix,Adapter,321.54,7,2024-03-21,delivered
80,5578,767,Carol Williams,Los Angeles,Monitor,275.08,10,2024-05-01,processing
81,14185,188,Frank Miller,San Antonio,Mouse,412.55,6,2024-01-14,shipped
82,10847,5393,Noah Harris,San Diego,Microphone,472.77,9,2024-05-18,shipped
83,9058,6428,Alice Johnson,Los Angeles,Monitor,83.39,6,2024-01-21,pending
84,7175,8651,Noah Harris,Chicago,Laptop,418.49,9,2024-03-17,pending
85,883,9557,Carol Williams,New York,Adapter,307.17,7,2024-10-03,pending
86,14900,7758,Henry Moore,Philadelphia,Laptop,45.34,9,2024-07-01,pending
87,5840,2471,Olivia Martin,San Jose,Mouse,385.38,6,2024-04-16,shipped
88,13990,6401,Mary White,San Antonio,Microphone,374.16,8,2024-07-22,processing
89,2483,927,Carol Williams,Houston,Monitor,158.03,10,2024-01-05,pending
90,4686,7211,Alice Johnson,San Jose,Mouse,397.91,6,2024-04-01,pending
91,12802,9951,Carol Williams,Phoenix,Webcam,279.31,1,2024-11-24,shipped
92,14043,3747,Leo Jackson,Philadelphia,Headphones,20.96,5,2024-10-16,processing
93,6119,4773,David Brown,Los Angeles,Keyboard,328.77,5,2024-09-23,shipped
94,314,8555,Olivia Martin,San Diego,Adapter,206.42,4,2024-05-17,shipped
95,7750,6421,Paul Thompson,Dallas,Laptop,113.03,5,2024-03-24,pending
96,1601,7550,Jack Anderson,Houston,Monitor,73.3,5,2024-12-09,processing
97,14817,5901,Kate Thomas,Phoenix,Webcam,118.35,6,2024-09-11,processing
98,1224,9037,Grace Wilson,New York,Mouse,438.67,3,2024-01-11,processing
99,8027,3089,Carol Williams,Chicago,Webcam,333.38,4,2024-03-01,delivered
100,9750,4136,Leo Jackson,Dallas,Keyboard,321.03,3,2024-08-22,delivered
101,7272,2534,Leo Jackson,San Jose,Cable,125.2,5,2024-04-05,pending
102,3083,2796,Ivy Taylor,Philadelphia,Microphone,407.74,7,2024-10-10,delivered
103,659,3251,Leo Jackson,Phoenix,Monitor,351.77,5,2024-02-13,processing
104,6912,2359,Olivia Martin,Houston,Cable,181.17,2,2024-07-28,processing
105,9911,2834,Paul Thompson,San Antonio,Webcam,383.95,2,2024-12-04,shipped
106,6451,5483,David Brown,San Antonio,Laptop,27.11,4,2024-09-25,delivered
107,1693,9818,Olivia Martin,Dallas,Cable,331.02,9,2024-06-26,delivered
108,6154,5659,David Brown,Los Angeles,Laptop,233.09,1,2024-07-10,delivered
109,9662,7412,Mary White,Los Angeles,Adapter,184.28,5,2024-08-05,processing
110,11447,3961,Alice Johnson,San Jose,Mouse,353.26,2,2024-11-24,shipped
111,10047,997,Frank Miller,San Diego,Monitor,485.81,2,2024-07-20,processing
112,6804,48,Leo Jackson,New York,Monitor,84.98,1,2024-04-21,shipped
113,2504,9650,Bob Smith,Los Angeles,Cable,46.37,5,2024-01-09,processing
114,4863,6227,Eve Davis,Houston,Mouse,461.29,2,2024-07-10,delivered
115,11039,4719,Grace Wilson,San Antonio,Adapter,192.52,5,2024-02-03,delivered
116,8043,6777,Jack Anderson,Phoenix,Speaker,16.95,8,2024-03-11,delivered
117,9709,1374,Eve Davis,Dallas,Adapter,133.7,10,2024-07-16,shipped
118,7681,2076,Ivy Taylor,Dallas,Keyboard,43.29,2,2024-09-26,processing
119,730,1911,Kate Thomas,Los Angeles,Monitor,380.14,7,2024-07-08,pending
120,27,1871,Leo Jackson,Los Angeles,Headphones,367.13,6,2024-01-12,processing
121,11265,173,Henry Moore,New York,Mouse,488.9,6,2024-12-27,processing
122,12503,4832,Grace Wilson,Dallas,Keyboard,17.27,7,2024-09-17,processing
123,1228,385,Jack Anderson,Chicago,Mouse,278.4,1,2024-07-05,delivered
124,7398,9697,Eve Davis,Philadelphia,Speaker,271.89,9,2024-06-10,shipped
125,10069,150,Olivia Martin,Houston,Microphone,92.63,4,2024-09-02,pending
126,14580,2339,Olivia Martin,Chicago,Monitor,348.92,9,2024-05-21,pending
127,2757,361,Jack Anderson,Philadelphia,Monitor,113.82,7,2024-03-14,delivered
128,7788,9119,Bob Smith,Dallas,Laptop,228.84,7,2024-06-03,delivered
129,6452,620,Leo Jackson,Los Angeles,Speaker,257.68,5,2024-10-12,delivered
130,13014,3207,Bob Smith,Dallas,Speaker,207.45,10,2024-12-15,processing
131,8026,999,Olivia Martin,Philadelphia,Microphone,222.32,5,2024-02-28,delivered
132,8924,2926,Alice Johnson,Phoenix,Mouse,398.41,9,2024-02-03,pending
133,455,7115,Grace Wilson,Phoenix,Headphones,40.1,7,2024-06-06,delivered
134,5986,1621,Alice Johnson,Los Angeles,Webcam,172.7,5,2024-09-18,pending
135,5601,6899,Frank Miller,San Jose,Adapter,441.09,1,2024-09-25,delivered
136,14774,5166,Grace Wilson,San Antonio,Headphones,101.14,9,2024-12-15,processing
137,10820,7686,Eve Davis,Houston,Speaker,461.61,7,2024-07-10,processing
138,11048,8767,Carol Williams,San Antonio,Cable,325.35,6,2024-08-10,delivered
139,433,1694,David Brown,Phoenix,Webcam,79.84,6,2024-07-06,shipped
140,10689,4139,Bob Smith,Phoenix,Microphone,292.05,9,2024-01-13,delivered
141,11186,7756,Alice Johnson,San Diego,Mouse,18.16,3,2024-09-10,processing
142,3532,5887,Noah Harris,San Jose,Cable,27.15,9,2024-03-14,shipped
143,10395,6845,Ivy Taylor,Dallas,Monitor,420.59,8,2024-03-20,processing
144,9470,6482,Leo Jackson,Dallas,Speaker,491.21,9,2024-10-14,shipped
145,13870,7654,Alice Johnson,New York,Speaker,412.53,5,2024-03-24,processing
146,1059,2647,Eve Davis,Houston,Adapter,418.53,5,2024-04-04,shipped
147,11531,7067,Carol Williams,Phoenix,Monitor,124.79,8,2024-06-03,pending
148,5962,3532,David Brown,San Jose,Keyboard,214.12,10,2024-08-16,pending
149,7430,8455,Jack Anderson,Dallas,Headphones,216.04,10,2024-03-11,shipped
150,14365,829,Noah Harris,San Jose,Adapter,252.78,9,2024-08-08,processing
151,10709,2918,Frank Miller,Houston,Speaker,48.26,9,2024-01-24,pending
152,3625,2777,Jack Anderson,Philadelphia,Laptop,41.14,10,2024-11-15,delivered
153,922,8118,Eve Davis,Chicago,Keyboard,405.98,3,2024-03-16,delivered
154,14134,5199,Mary White,Chicago,Laptop,397.25,6,2024-12-12,shipped
155,7315,3724,Jack Anderson,San Diego,Monitor,380.92,1,2024-10-26,shipped
156,4677,4334,David Brown,Houston,Webcam,317.75,6,2024-04-01,pending
157,6803,431,Carol Williams,Philadelphia,Keyboard,15.11,2,2024-10-01,processing
158,9804,7107,Ivy Taylor,San Diego,Webcam,302.43,10,2024-06-18,shipped
159,178,6231,Olivia Martin,Philadelphia,Speaker,448.34,3,2024-12-28,delivered
160,11608,5896,Noah Harris,Chicago,Microphone,35.64,8,2024-03-18,shipped
161,13448,854,Carol Williams,Phoenix,Monitor,372.63,8,2024-12-20,pending
162,3387,2030,Olivia Martin,Dallas,Cable,193.92,4,2024-11-22,processing
163,2833,8213,Alice Johnson,San Jose,Speaker,31.6,8,2024-09-14,processing
164,10820,1960,Eve Davis,Houston,Monitor,204.79,3,2024-05-09,delivered
165,8170,3248,Kate Thomas,Philadelphia,Adapter,23.39,3,2024-04-20,processing
166,3878,1485,Henry Moore,San Jose,Headphones,202.25,9,2024-07-04,shipped
167,7844,235,Leo Jackson,Houston,Webcam,168.2,7,2024-11-08,pending
168,3068,8633,Leo Jackson,New York,Speaker,320.81,1,2024-12-24,processing
169,6529,2597,Frank Miller,Houston,Headphones,362.94,1,2024-04-03,shipped
170,4703,3715,Bob Smith,San Jose,Cable,51.84,3,2024-12-05,shipped
171,2706,2935,Frank Miller,San Antonio,Adapter,91.1,5,2024-02-15,delivered
172,6228,2132,Paul Thompson,San Diego,Speaker,326.02,7,2024-09-09,shipped
173,10868,946,David Brown,New York,Monitor,485.92,9,2024-09-26,shipped
174,12964,472,Bob Smith,New York,Mouse,487.68,8,2024-07-05,shipped
175,9629,8274,Noah Harris,Houston,Headphones,257.68,8,2024-01-04,pending
176,11343,5311,Paul Thompson,Philadelphia,Laptop,323.82,7,2024-02-15,processing
177,12525,9890,David Brown,San Diego,Speaker,201.12,3,2024-01-06,delivered
178,9239,47,Frank Miller,Philadelphia,Mouse,36.92,6,2024-03-08,pending
179,12389,5609,Ivy Taylor,San Diego,Monitor,397.39,7,2024-01-09,delivered
180,8049,8458,Noah Harris,San Diego,Adapter,66.22,3,2024-11-26,delivered
181,11064,100,Frank Miller,Chicago,Headphones,311.42,9,2024-01-07,delivered
182,2613,7947,Leo Jackson,Phoenix,Keyboard,255.97,6,2024-12-01,processing
183,140,7495,Grace Wilson,Philadelphia,Mouse,43.4,10,2024-12-03,processing
184,6648,1097,Henry Moore,New York,Keyboard,232.1,7,2024-03-21,shipped
185,13681,814,Eve Davis,Los Angeles,Speaker,12.74,10,2024-05-12,shipped
186,3146,2143,Ivy Taylor,San Antonio,Mouse,460.87,7,2024-09-22,shipped
187,6756,2315,Bob Smith,New York,Keyboard,66.96,7,2024-05-16,delivered
188,2471,9986,Bob Smith,Philadelphia,Microphone,393.79,4,2024-08-02,delivered
189,10690,1742,Olivia Martin,Phoenix,Mouse,245.16,9,2024-03-21,delivered
190,5471,7028,Noah Harris,San Antonio,Mouse,354.14,8,2024-03-20,shipped
191,7407,871,Bob Smith,Dallas,Speaker,15.95,6,2024-10-09,delivered
192,626,9358,Kate Thomas,Chicago,Laptop,143.92,7,2024-09-15,delivered
193,14530,6087,Olivia Martin,Phoenix,Mouse,361.42,9,2024-12-12,delivered
194,3398,7008,Jack Anderson,San Antonio,Keyboard,258.36,4,2024-02-03,shipped
195,5103,5807,Paul Thompson,San Jose,Mouse,354.91,6,2024-02-26,delivered
196,1461,3135,David Brown,San Antonio,Headphones,422.81,3,2024-08-15,pending
197,5828,4039,Grace Wilson,San Jose,Adapter,13.25,9,2024-07-10,pending
198,14922,1012,Ivy Taylor,San Jose,Speaker,499.56,7,2024-09-25,shipped
199,2730,9397,Alice Johnson,Los Angeles,Speaker,255.43,8,2024-06-17,shipped
200,359,7842,Ivy Taylor,Chicago,Cable,317.87,6,2024-03-22,shipped
201,10469,1898,Eve Davis,San Jose,Speaker,46.51,8,2024-03-28,delivered
202,3467,3882,Olivia Martin,San Antonio,Microphone,233.19,4,2024-07-13,delivered
203,692,2778,Eve Davis,Philadelphia,Adapter,391.41,1,2024-09-25,processing
204,4916,3836,Noah Harris,Los Angeles,Microphone,373.18,6,2024-02-17,processing
205,7655,926,Noah Harris,Philadelphia,Laptop,44.54,7,2024-05-02,shipped
206,8491,5601,Kate Thomas,San Diego,Cable,90.86,9,2024-04-28,pending
207,6591,3094,David Brown,Chicago,Monitor,43.55,5,2024-11-02,shipped
208,12595,3018,Jack Anderson,Chicago,Mouse,321.11,4,2024-11-11,pending
209,4653,5902,Carol Williams,San Jose,Adapter,202.24,9,2024-02-27,pending
210,11920,5817,David Brown,Houston,Headphones,116.68,8,2024-02-14,processing
211,10999,2000,Olivia Martin,Los Angeles,Laptop,200.24,6,2024-05-22,delivered
212,8172,4707,Alice Johnson,San Jose,Cable,331.54,9,2024-07-20,pending
213,4990,3367,Ivy Taylor,Los Angeles,Keyboard,372.55,5,2024-05-18,delivered
214,5125,8461,David Brown,Los Angeles,Headphones,262.05,4,2024-02-22,delivered
215,6280,9443,Frank Miller,Chicago,Mouse,496.26,5,2024-05-19,processing
216,8230,2560,David Brown,Houston,Mouse,440.71,2,2024-07-12,delivered
217,5788,2709,Eve Davis,Chicago,Monitor,124.28,5,2024-12-22,processing
218,8013,5419,Grace Wilson,San Antonio,Adapter,304.49,2,2024-06-20,pending
219,1359,2520,Ivy Taylor,San Antonio,Adapter,353.1,8,2024-12-07,pending
220,4695,5153,Henry Moore,San Antonio,Mouse,442.6,4,2024-01-01,pending
221,8734,8600,Noah Harris,New York,Mouse,12.6,1,2024-05-24,shipped
222,11282,284,Olivia Martin,Los Angeles,Keyboard,211.81,10,2024-03-24,shipped
223,13665,2680,Carol Williams,New York,Webcam,142.93,10,2024-05-03,pending
224,12501,2887,Mary White,San Jose,Keyboard,509.77,7,2024-11-24,pending
225,6033,6210,Eve Davis,Houston,Cable,51.69,5,2024-07-22,shipped
226,3064,8617,Carol Williams,Chicago,Webcam,448.98,9,2024-10-13,processing
227,6346,5000,Grace Wilson,Chicago,Headphones,390.44,5,2024-04-03,delivered
228,14121,6473,Eve Davis,Chicago,Speaker,171.02,2,2024-09-28,processing
229,8217,4290,Frank Miller,Chicago,Keyboard,387.48,4,2024-12-21,processing
230,3219,7059,Leo Jackson,New York,Webcam,405.28,5,2024-08-23,pending
231,3831,1891,Mary White,Los Angeles,Laptop,17.29,1,2024-03-07,shipped
232,13222,6488,Kate Thomas,Dallas,Mouse,232.31,2,2024-12-19,processing
233,6329,9693,Eve Davis,Dallas,Webcam,383.61,2,2024-05-19,pending
234,12806,847,Eve Davis,Chicago,Monitor,80.82,7,2024-06-27,delivered
235,12587,3305,Carol Williams,Dallas,Webcam,78.2,1,2024-11-21,delivered
236,12314,3551,Paul Thompson,San Jose,Mouse,296.28,2,2024-08-07,shipped
237,14976,5531,Henry Moore,Chicago,Speaker,86.76,4,2024-01-03,pending
238,9540,8745,Kate Thomas,San Antonio,Monitor,318.59,1,2024-05-17,processing
239,9098,3,Kate Thomas,Chicago,Speaker,46.23,9,2024-08-18,shipped
240,14414,2349,Eve Davis,Philadelphia,Adapter,111.56,9,2024-07-21,pending
241,11691,1645,Frank Miller,New York,Speaker,444.4,8,2024-07-02,processing
242,8437,7887,Eve Davis,Chicago,Mouse,452.66,8,2024-03-21,pending
243,7905,3581,Noah Harris,Los Angeles,Speaker,9.97,8,2024-01-14,shipped
244,2067,1024,Henry Moore,Chicago,Adapter,146.53,4,2024-03-17,processing
245,9861,9568,Ivy Taylor,Los Angeles,Cable,76.37,1,2024-06-20,pending
246,1787,7768,Leo Jackson,New York,Monitor,215.27,3,2024-04-28,pending
247,3401,84,Leo Jackson,San Antonio,Keyboard,16.57,8,2024-03-23,delivered
248,12846,9359,Carol Williams,Dallas,Laptop,296.18,8,2024-08-22,processing
249,10853,6764,Bob Smith,Philadelphia,Headphones,446.27,5,2024-10-13,delivered
250,12539,9807,Jack Anderson,Dallas,Speaker,12.88,4,2024-04-22,pending
251,13438,1805,Paul Thompson,San Jose,Cable,46.5,5,2024-03-13,pending
252,2069,1952,Kate Thomas,Chicago,Cable,144.97,9,2024-05-28,processing
253,40,2045,Ivy Taylor,Chicago,Headphones,140.07,10,2024-05-03,processing
254,10483,8300,Eve Davis,Philadelphia,Keyboard,332.68,9,2024-08-12,processing
255,10823,8772,Jack Anderson,Phoenix,Laptop,72.36,6,2024-12-15,processing
256,11376,7309,Eve Davis,San Antonio,Webcam,413.54,8,2024-03-02,shipped
257,11658,5863,Carol Williams,Houston,Adapter,164.43,8,2024-01-24,processing
258,1296,3201,Ivy Taylor,Chicago,Microphone,110.85,6,2024-09-02,delivered
259,1761,1371,Mary White,Houston,Mouse,441.88,1,2024-01-03,delivered
260,13300,298,Jack Anderson,Dallas,Mouse,21.61,8,2024-12-11,delivered
261,7192,479,Carol Williams,San Antonio,Webcam,370.05,3,2024-09-27,delivered
262,11666,1969,David Brown,San Diego,Cable,414.61,8,2024-08-05,delivered
263,1869,8985,Carol Williams,Dallas,Speaker,195.14,7,2024-10-04,delivered
264,14815,8167,Jack Anderson,Phoenix,Adapter,18.89,8,2024-11-04,shipped
265,9750,4133,Leo Jackson,Dallas,Microphone,54.65,1,2024-06-09,delivered
266,8057,1438,Alice Johnson,New York,Headphones,24.99,6,2024-11-22,delivered
267,9438,8536,Carol Williams,Chicago,Speaker,145.66,2,2024-11-27,shipped
268,4628,5207,David Brown,Chicago,Adapter,455.64,9,2024-09-22,pending
269,4422,9665,Grace Wilson,San Jose,Adapter,84.34,1,2024-01-10,pending
270,384,6128,Kate Thomas,San Diego,Webcam,384.01,5,2024-02-21,shipped
271,7321,1618,David Brown,Philadelphia,Cable,153.27,5,2024-07-12,processing
272,7551,4416,Carol Williams,San Antonio,Headphones,198.23,1,2024-12-23,shipped
273,1742,4318,Olivia Martin,Los Angeles,Mouse,272.78,10,2024-06-05,delivered
274,5295,8129,Jack Anderson,San Jose,Headphones,121.13,6,2024-03-25,delivered
275,14074,7373,Kate Thomas,Philadelphia,Laptop,198.9,6,2024-03-10,processing
276,9460,8291,Frank Miller,San Antonio,Keyboard,363.97,1,2024-07-12,processing
277,13581,3769,Jack Anderson,San Antonio,Monitor,329.32,1,2024-09-17,shipped
278,2338,4231,Mary White,Chicago,Mouse,284.46,7,2024-08-03,delivered
279,8093,8998,Jack Anderson,Los Angeles,Keyboard,15.2,1,2024-10-13,shipped
280,11982,5883,Ivy Taylor,San Jose,Adapter,135.99,8,2024-06-04,delivered
281,642,2985,Henry Moore,Phoenix,Keyboard,118.62,8,2024-01-20,pending
282,9385,3543,Grace Wilson,Dallas,Adapter,280.16,2,2024-03-20,pending
283,11881,9737,Paul Thompson,Dallas,Cable,392.71,3,2024-05-01,delivered
284,5945,9274,Leo Jackson,Phoenix,Headphones,135.95,5,2024-10-19,shipped
285,7064,1794,Bob Smith,San Antonio,Headphones,285.5,7,2024-01-11,processing
286,3418,5915,Kate Thomas,Philadelphia,Adapter,344.76,8,2024-05-16,shipped
287,13724,1172,Bob Smith,Phoenix,Cable,18.32,10,2024-10-28,pending
288,12592,6808,Frank Miller,San Antonio,Keyboard,254.44,3,2024-04-19,delivered
289,1405,4812,Noah Harris,San Antonio,Keyboard,208.75,2,2024-05-16,delivered
290,4799,1121,Carol Williams,San Antonio,Laptop,11.17,3,2024-02-02,processing
291,3409,4982,Jack Anderson,Philadelphia,Speaker,405.58,5,2024-06-06,shipped
292,1514,7297,Paul Thompson,San Jose,Adapter,452.34,9,2024-04-26,processing
293,11485,4172,Olivia Martin,San Jose,Keyboard,189.55,7,2024-10-28,processing
294,10538,5127,Grace Wilson,San Antonio,Cable,28.69,5,2024-09-04,shipped
295,7546,2335,Grace Wilson,Dallas,Monitor,137.17,6,2024-10-08,pending
296,1120,1450,Ivy Taylor,San Antonio,Webcam,148.46,4,2024-08-25,shipped
297,1951,3938,Frank Miller,Dallas,Speaker,315.12,6,2024-06-25,pending
298,4988,71,David Brown,San Antonio,Cable,11.59,3,2024-09-13,delivered
299,137,372,Bob Smith,Los Angeles,Speaker,143.74,5,2024-05-28,shipped
300,6696,3441,Ivy Taylor,Chicago,Microphone,266.19,4,2024-10-10,pending
301,13855,8473,Frank Miller,New York,Speaker,124.25,4,2024-10-01,pending
302,8956,5102,Leo Jackson,Dallas,Speaker,260.87,10,2024-02-10,delivered
303,4086,9630,Leo Jackson,San Jose,Monitor,188.25,10,2024-04-16,shipped
304,4661,3288,Eve Davis,Houston,Mouse,203.68,10,2024-08-12,pending
305,1360,7239,Jack Anderson,Houston,Mouse,252.21,7,2024-05-16,processing
306,3222,3369,Carol Williams,Los Angeles,Speaker,103.27,2,2024-08-28,pending
307,701,119,Henry Moore,San Antonio,Webcam,111.75,2,2024-11-04,shipped
308,2691,9895,Jack Anderson,Dallas,Laptop,278.05,10,2024-11-18,pending
309,10253,2503,Leo Jackson,Los Angeles,Headphones,408.77,4,2024-11-26,shipped
310,10753,9801,Kate Thomas,San Jose,Monitor,445.4,4,2024-02-03,delivered
311,13085,4733,Alice Johnson,Dallas,Microphone,108.1,5,2024-05-26,pending
312,5502,924,Bob Smith,San Jose,Laptop,435.49,8,2024-12-12,pending
313,14032,5941,Carol Williams,New York,Microphone,262.92,4,2024-07-21,pending
314,10349,6508,Alice Johnson,Chicago,Mouse,437.91,8,2024-11-25,shipped
315,7116,2410,Frank Miller,Los Angeles,Adapter,79.16,8,2024-01-02,delivered
316,4752,5365,Carol Williams,Dallas,Adapter,218.01,4,2024-01-15,processing
317,13317,4570,Olivia Martin,New York,Webcam,16.19,7,2024-02-24,shipped
318,12603,7777,Jack Anderson,San Diego,Monitor,275.45,2,2024-10-16,delivered
319,11483,4003,David Brown,Phoenix,Keyboard,140.79,6,2024-04-17,pending
320,12904,373,Olivia Martin,Dallas,Cable,508.57,2,2024-05-04,delivered
321,13727,1390,Carol Williams,Los Angeles,Keyboard,126.93,3,2024-02-05,shipped
322,4293,5789,Henry Moore,Dallas,Cable,272.47,1,2024-02-26,pending
323,14455,9985,Kate Thomas,Philadelphia,Headphones,194.92,8,2024-01-02,shipped
324,14783,8756,Jack Anderson,Dallas,Monitor,256.23,9,2024-01-23,shipped
325,3870,2210,Mary White,Dallas,Keyboard,358.58,2,2024-03-18,processing
326,1328,3336,Ivy Taylor,Dallas,Adapter,245.94,8,2024-08-09,pending
327,4797,1827,Noah Harris,San Antonio,Monitor,186.11,9,2024-08-07,processing
328,7023,4767,Mary White,New York,Speaker,73.82,3,2024-08-05,shipped
329,2947,393,Alice Johnson,Houston,Cable,340.4,9,2024-04-09,shipped
330,7412,9236,Bob Smith,Chicago,Speaker,22.3,8,2024-10-21,delivered
331,3168,3392,Ivy Taylor,Dallas,Cable,77.46,1,2024-02-27,pending
